ScorelineID,TeamID,DefOp,WeekID,SeasonID,PComp,PAtt,PYds,PTds,Ints,Sack,SYds,Qbr,RYds,RTds,Long,Fumb,FumL,DefTD,Saf,Gefu,Gwd,Bnch,PComPct,NetPYds,TTds,ZPComp,ZPYds,ZTTds,ZTTos,ZInts,ZFumb,ZRYds,ZDefTD,ZSaf,ZGefu,ZGwd,ZBnch,ZOver25,ZFinal,POS,NEG
202503NO,NO,SEA,3,2025,28,41,218,1,1,2,-13,39.97,10,0,21,0,0,0,0,0,0,1,68.29,205,1,0,0,0,0,5,0,0,0,0,0,0,35,10,50,50,0
202503SEA,SEA,NO,3,2025,16,21,233,2,0,0,0,84.76,-1,0,45,0,0,0,0,0,0,0,76.19,233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202503IND,IND,TEN,3,2025,18,25,228,1,0,0,0,94.1,27,0,29,0,0,0,0,0,0,0,72,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202503TEN,TEN,IND,3,2025,23,38,219,1,1,4,-23,34,12,0,27,0,0,1,0,0,0,0,60.53,196,1,0,6,0,0,5,0,0,20,0,0,0,0,0,31,31,0
202503LAR,LAR,PHI,3,2025,19,33,196,2,1,1,0,63.6,0,0,44,0,0,0,0,0,0,0,57.58,196,2,0,6,0,0,5,0,0,0,0,0,0,0,0,11,11,0
202503PHI,PHI,LAR,3,2025,21,32,226,3,0,4,-24,66.3,40,1,38,1,1,0,0,0,1,0,65.62,202,4,0,0,-10,0,0,4,0,0,0,0,-12,0,0,-18,4,-22
202503CIN,CIN,MIN,3,2025,19,27,140,1,2,4,-22,23.7,3,0,28,0,0,1,0,0,0,1,70.37,118,1,0,12,0,0,10,0,0,20,0,0,0,35,0,77,77,0
202503MIN,MIN,CIN,3,2025,16,24,202,2,0,3,-19,29.6,4,0,36,0,0,0,0,0,0,0,66.67,183,2,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0
202503ATL,ATL,CAR,3,2025,23,43,201,0,2,0,0,12.24,9,0,25,0,0,1,0,0,0,1,53.49,201,0,0,0,10,0,10,0,0,20,0,0,0,35,0,75,75,0
202503CAR,CAR,ATL,3,2025,16,24,121,0,0,1,-7,70.3,8,1,23,0,0,0,0,0,0,0,66.67,114,1,0,12,0,0,0,0,0,0,0,0,0,0,10,22,22,0
202503LV,LV,WSH,3,2025,19,29,289,3,0,5,-28,78.6,5,0,61,0,0,0,0,0,0,0,65.52,261,3,0,0,-5,0,0,0,0,0,0,0,0,0,0,-5,0,-5
202503WSH,WSH,LV,3,2025,15,21,207,1,0,1,-8,54.9,40,1,56,1,1,0,0,0,0,0,71.43,199,2,0,6,0,0,0,4,0,0,0,0,0,0,0,10,10,0
202503KC,KC,NYG,3,2025,22,37,224,1,0,2,-23,49.7,2,0,33,2,0,0,0,0,0,0,59.46,201,1,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0
202503NYG,NYG,KC,3,2025,18,32,160,0,2,2,-9,6.5,27,0,26,0,0,0,0,0,0,0,56.25,151,0,0,6,10,0,10,0,0,0,0,0,0,0,0,26,26,0
202503NYJ,NYJ,TB,3,2025,26,36,197,2,1,4,-29,48.4,48,0,20,1,1,1,0,0,0,0,72.22,168,2,0,6,0,0,5,4,0,20,0,0,0,0,10,45,45,0
202503TB,TB,NYJ,3,2025,19,29,233,1,0,1,-8,63.1,44,0,30,1,0,0,0,0,0.5,0,65.52,225,1,0,0,0,0,0,4,0,0,0,0,-6,0,0,-2,4,-6
202503ARI,ARI,SF,3,2025,22,35,159,1,0,1,-5,54.7,37,0,32,0,0,0,0,0,0,0,62.86,154,1,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0
202503SF,SF,ARI,3,2025,27,41,284,1,1,1,-2,65.4,-1,0,34,0,0,0,0,0,0.5,0,65.85,282,1,0,0,0,0,5,0,0,0,0,0,-6,0,0,-1,5,-6
202503DAL,DAL,CHI,3,2025,34,45,292,1,3,2,-17,40.12,0,0,37,0,0,0,0,0,0,1,75.56,275,1,0,0,0,12,15,0,0,0,0,0,0,35,0,62,62,0
202503CHI,CHI,DAL,3,2025,19,28,298,4,0,0,0,86.7,12,0,65,0,0,0,0,0,0,0,67.86,298,4,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0,-10
202503HOU,HOU,JAX,3,2025,25,38,204,1,2,2,-20,49.7,22,0,50,0,0,0,0,0,0,0,65.79,184,1,0,6,0,0,10,0,0,0,0,0,0,0,0,16,16,0
202503JAX,JAX,HOU,3,2025,20,40,222,0,1,2,-17,29.5,9,0,46,0,0,0,0,0,1,0,50,205,0,5,0,10,0,5,0,0,0,0,0,-12,0,0,8,20,-12
202503PIT,PIT,NE,3,2025,16,23,139,2,1,0,0,43.1,1,0,21,0,0,0,0,0,0,0,69.57,139,2,0,12,0,0,5,0,0,0,0,0,0,0,10,27,27,0
202503NE,NE,PIT,3,2025,28,37,268,2,1,5,-18,59.6,45,0,23,1,1,0,0,0,0,0,75.68,250,2,0,0,0,0,5,4,0,0,0,0,0,0,10,19,19,0
202503GB,GB,CLE,3,2025,18,25,183,1,1,5,-34,45,18,0,34,0,0,0,0,0,0,0,72,149,1,0,12,0,0,5,0,0,0,0,0,0,0,0,17,17,0
202503CLE,CLE,GB,3,2025,21,36,142,0,1,2,-17,40.6,0,0,17,0,0,0,0,0,0.5,0,58.33,125,0,0,12,10,0,5,0,0,0,0,0,-6,0,10,31,37,-6
202503DEN,DEN,LAC,3,2025,14,25,153,1,0,2,-6,38.6,33,0,52,0,0,0,0,0,0,0,56,147,1,0,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0
202503LAC,LAC,DEN,3,2025,28,47,300,1,1,5,-30,44,6,0,37,0,0,0,0,0,0.5,0,59.57,270,1,0,0,0,0,5,0,0,0,0,0,-6,0,0,-1,5,-6
202503MIA,MIA,BUF,3,2025,22,34,146,2,1,0,0,62.7,10,0,19,1,0,0,0,0,0,0,64.71,146,2,0,12,0,0,5,4,0,0,0,0,0,0,10,31,31,0
202503BUF,BUF,MIA,3,2025,22,28,213,3,0,2,-10,62.5,25,0,30,1,0,0,0,0,0,0,78.57,203,3,0,0,-5,0,0,4,0,0,0,0,0,0,0,-1,4,-5
202503DET,DET,BAL,3,2025,20,28,202,1,0,0,0,72.6,6,0,24,1,0,0,0,0,0,0,71.43,202,1,0,0,0,0,0,4,0,0,0,0,0,0,10,14,14,0
202503BAL,BAL,DET,3,2025,21,27,288,3,0,7,-55,68.9,35,0,37,1,0,0,0,0,0,0,77.78,233,3,0,0,-5,0,0,4,0,0,0,0,0,0,0,-1,4,-5
